,false_negative_num,false_negative_refs,true_positive_num,true_positive_refs,false_positive_num,false_positive_refs
seas1,2,"['https://www.sefaria.org.il/Sotah.37a.3', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",0,[],0,[]
sherets,0,[],0,[],0,[]
snakes1,1,['https://www.sefaria.org.il/Midrash_Shmuel_on_Avot.5.5.2'],0,[],0,[]
snow,0,[],0,[],1,['https://www.sefaria.org.il/Tikkunei_Zohar.36b.3']
spring,0,[],1,['https://www.sefaria.org.il/Leviticus.23.15-16'],1,['https://www.sefaria.org.il/Eruvin.56a.5-7']
springs,1,['https://www.sefaria.org.il/Deuteronomy.8.7-10'],0,[],1,"['https://www.sefaria.org.il/Tur,_Choshen_Mishpat.398.4']"
summer,0,[],1,['https://www.sefaria.org.il/Eruvin.56a.5-7'],0,[]
sun,2,"['https://www.sefaria.org.il/Berakhot.6b.24', 'https://www.sefaria.org.il/Shem_MiShmuel,_Chayei_Sara.5.15']",1,['https://www.sefaria.org.il/Eruvin.56a.5-7'],1,['https://www.sefaria.org.il/Berakhot.30a.8-9']
sustainability,0,[],1,['https://www.sefaria.org.il/Deuteronomy.8.7-10'],2,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Sforno_on_Genesis.35.10.1']"
tapuach,1,"['https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2']",0,[],0,[]
the-elements,0,[],0,[],0,[]
the-moon-(לבנה),0,[],0,[],2,"['https://www.sefaria.org.il/Tikkunei_Zohar.36b.3', 'https://www.sefaria.org.il/II_Kings.4.37']"
the-ocean,0,[],0,[],0,[]
trees,2,"['https://www.sefaria.org.il/II_Chronicles.2.2', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Torah.771.2-3']",5,"['https://www.sefaria.org.il/Gittin.68a.10', 'https://www.sefaria.org.il/Chagigah.12b.9', 'https://www.sefaria.org.il/Deuteronomy.8.7-10', 'https://www.sefaria.org.il/Rashi_on_II_Samuel.5.24.1-2', 'https://www.sefaria.org.il/Taanit.7a.6']",0,[]
vines,1,['https://www.sefaria.org.il/Deuteronomy.8.7-10'],0,[],1,['https://www.sefaria.org.il/Gittin.68a.10']
water,4,"['https://www.sefaria.org.il/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.8', 'https://www.sefaria.org.il/Tosefta_Mikvaot.6.5', 'https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Torah.771.2-3']",4,"['https://www.sefaria.org.il/Gittin.68a.10', 'https://www.sefaria.org.il/Deuteronomy.8.7-10', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2', 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13']",2,"['https://www.sefaria.org.il/Tikkunei_Zohar.36b.3', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42']"
weather,2,"['https://www.sefaria.org.il/Berakhot.18b.7-9', 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13']",0,[],0,[]
wild-animals,0,[],0,[],0,[]
willows,0,[],2,"['https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/Tosefta_Berakhot_(Lieberman).6.10']",1,['https://www.sefaria.org.il/Sukkah.41a.6-8']
winds,1,['https://www.sefaria.org.il/Midrash_Shmuel_on_Avot.5.5.2'],0,[],0,[]
wolves,0,[],0,[],0,[]
worms,0,[],0,[],0,[]
laws,1,['https://www.sefaria.org.il/Berakhot.6b.24'],107,"['https://www.sefaria.org.il/Leviticus.23.15-16', ""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.124.17"", 'https://www.sefaria.org.il/Eight_Chapters.3.3', 'https://www.sefaria.org.il/Berakhot.63b.12-64a.3', 'https://www.sefaria.org.il/Mishnah_Kelim.4.1', 'https://www.sefaria.org.il/Siddur_Sefard,_Holidays,_Yom_Tov_Musaf_Amidah.32', 'https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', 'https://www.sefaria.org.il/Berakhot.9a.4', 'https://www.sefaria.org.il/Sefer_HaTashbetz,_Part_IV.1.42.8', 'https://www.sefaria.org.il/Mishnah_Terumot.5.9', 'https://www.sefaria.org.il/Sukkah.41a.6-8', 'https://www.sefaria.org.il/Shabbat.140a.4', 'https://www.sefaria.org.il/Shulchan_Arukh,_Orach_Chayim.696.8', 'https://www.sefaria.org.il/Chagigah.12b.9', 'https://www.sefaria.org.il/Sefer_HaChinukh.598.5', 'https://www.sefaria.org.il/Book_of_Jubilees.2.33', 'https://www.sefaria.org.il/Gray_Matter_IV,_Technology,_Closing_a_Website_for_Shabbat_and_Yom_Tov.23', 'https://www.sefaria.org.il/Bava_Batra.45a.6', 'https://www.sefaria.org.il/Vayikra_Rabbah.30.5', ""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.236.1-2"", 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/Sefer_HaChinukh.214.3', 'https://www.sefaria.org.il/Chullin.125a.7', 'https://www.sefaria.org.il/II_Chronicles.2.2', 'https://www.sefaria.org.il/Nazir.20b', 'https://www.sefaria.org.il/Chagigah.6a.15', 'https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13', 'https://www.sefaria.org.il/Nazir.36a.3', 'https://www.sefaria.org.il/The_Antiquities_of_the_Jews.10.10.2', 'https://www.sefaria.org.il/Mishnah_Kelim.1.4', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', 'https://www.sefaria.org.il/Gittin.12b.12', 'https://www.sefaria.org.il/Maaseh_Rokeach_on_Mishnah,_Seder_Nezikin,_Bava_Metzia.12', 'https://www.sefaria.org.il/Berakhot.60a.28-29', 'https://www.sefaria.org.il/Berakhot.28b.1-11', 'https://www.sefaria.org.il/Mishneh_Torah,_Human_Dispositions.1.1', 'https://www.sefaria.org.il/Tur,_Choshen_Mishpat.398.4', 'https://www.sefaria.org.il/Devarim_Rabbah.3.1', 'https://www.sefaria.org.il/Mishnah_Tahorot.8.6', 'https://www.sefaria.org.il/Leviticus.20.23', 'https://www.sefaria.org.il/Mishneh_Torah,_Paschal_Offering.4.11', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.7.2.20', 'https://www.sefaria.org.il/Horayot.6a.3', 'https://www.sefaria.org.il/Teshuvot_Maharit,_I.63.1', 'https://www.sefaria.org.il/Rashi_on_Genesis.25.27.1-28.1', 'https://www.sefaria.org.il/Berakhot.31a.13', 'https://www.sefaria.org.il/Derashot_HaRan.11.26', 'https://www.sefaria.org.il/Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.1.9', 'https://www.sefaria.org.il/Mishnah_Avodah_Zarah.1.8', ""https://www.sefaria.org.il/Midrash_Tanchuma,_Re'eh.14.1"", 'https://www.sefaria.org.il/Mishnah_Bava_Metzia.5.5', 'https://www.sefaria.org.il/Sotah.37a.3', 'https://www.sefaria.org.il/Mishnah_Megillah.4.2', 'https://www.sefaria.org.il/Pesachim.39a.1-15', 'https://www.sefaria.org.il/Berakhot.30a.8-9', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Ramban_on_Leviticus.19.18.1', 'https://www.sefaria.org.il/Mishnah_Niddah.5.9', 'https://www.sefaria.org.il/Radak_on_Genesis.27.19.1', 'https://www.sefaria.org.il/Shoel_uMeshiv_Mahadura_I.2.139.7', 'https://www.sefaria.org.il/Sefer_Chasidim.953.1', 'https://www.sefaria.org.il/Ibn_Ezra_on_Numbers.5.31.1', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.5.2.1', 'https://www.sefaria.org.il/Mishnah_Menachot.2.3', 'https://www.sefaria.org.il/Leviticus.10.8-10', 'https://www.sefaria.org.il/Tamid.27b.7', 'https://www.sefaria.org.il/Mishneh_Torah,_Human_Dispositions.4.13', 'https://www.sefaria.org.il/Deuteronomy.8.7-10', 'https://www.sefaria.org.il/Bach,_Even_HaEzer.6.10.1', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.870.6', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.9.7.7', 'https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3', 'https://www.sefaria.org.il/Sefat_Emet,_Genesis,_Chayei_Sara.19.4', 'https://www.sefaria.org.il/Genesis.22.1-2', 'https://www.sefaria.org.il/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.8', 'https://www.sefaria.org.il/Tosefta_Berakhot_(Lieberman).6.10', 'https://www.sefaria.org.il/Tosefta_Mikvaot.6.5', 'https://www.sefaria.org.il/Bava_Metzia.59a.4', 'https://www.sefaria.org.il/Abudarham,_Shabbat_Prayers,_The_Conclusion_of_Shabbat.18', 'https://www.sefaria.org.il/Ketubot.66b.13', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.1071.6', 'https://www.sefaria.org.il/Tosefta_Bava_Metzia_(Lieberman).10.8', 'https://www.sefaria.org.il/Pesachim.109a.5', 'https://www.sefaria.org.il/Deuteronomy.18.14-15', 'https://www.sefaria.org.il/Ramban_on_Leviticus.1.9.1', 'https://www.sefaria.org.il/Isaiah.58.1-2', 'https://www.sefaria.org.il/Ahavat_David.14.55', 'https://www.sefaria.org.il/Mesilat_Yesharim.18.9', 'https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4', 'https://www.sefaria.org.il/Malbim_on_Exodus.4.1.2', ""https://www.sefaria.org.il/Sha'ar_HaMitzvot,_Vayechi.18"", 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2', 'https://www.sefaria.org.il/Mishnah_Parah.4.2', 'https://www.sefaria.org.il/Bava_Batra.58b.2', 'https://www.sefaria.org.il/Gittin.82b.14', 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13', 'https://www.sefaria.org.il/Sefat_Emet,_Leviticus,_Passover.20.3', 'https://www.sefaria.org.il/Taanit.7a.6', 'https://www.sefaria.org.il/Leviticus.19.17', 'https://www.sefaria.org.il/Eruvin.56a.5-7', 'https://www.sefaria.org.il/Abudarham,_Fasts,_Prayers.35', 'https://www.sefaria.org.il/HaElef_Lekha_Shlomo,_Yoreh_Deah.122.1', 'https://www.sefaria.org.il/Sefer_Chasidim.902.1']",58,"['https://www.sefaria.org.il/Deuteronomy.4.10', 'https://www.sefaria.org.il/Panekha_Avakesh.18.44', 'https://www.sefaria.org.il/Gittin.68a.10', ""https://www.sefaria.org.il/Zohar,_Ha'Azinu.5.20"", 'https://www.sefaria.org.il/Berakhot.62b.14-16', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Jeremiah.48.14', 'https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131', 'https://www.sefaria.org.il/Talmud_Eser_HaSefirot,_Section_XIV,_List_of_Questions_on_Terminology.84', 'https://www.sefaria.org.il/Derekh_HaMelekh,_Torah,_Chayei_Sara.2.10', ""https://www.sefaria.org.il/Sha'ar_HaPesukim,_Parashat_Balak.56"", 'https://www.sefaria.org.il/Derekh_Chayim.3.9.1-2', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Introductions_to_Amoraic_Literature,_Part_I_(Introductions_to_Tractates_of_the_Babli),_Nazir.110', 'https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/Mesilat_Yesharim.5.25', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Pesachim.117a.13-14', 'https://www.sefaria.org.il/Rashi_on_Deuteronomy.22.5.1-3', 'https://www.sefaria.org.il/Taanit.29a.1-17', 'https://www.sefaria.org.il/Pardes_Rimonim.17.1.11', 'https://www.sefaria.org.il/Sanhedrin.93b.10', 'https://www.sefaria.org.il/Sforno_on_Genesis.35.10.1', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127', 'https://www.sefaria.org.il/Sanhedrin.94b.12', 'https://www.sefaria.org.il/Kalach_Pitchei_Chokhmah.115.8', 'https://www.sefaria.org.il/Berakhot.18b.7-9', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Midrash_Tehillim.119.28', 'https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Vayishlach.6.2', 'https://www.sefaria.org.il/Avodah_Zarah.35a.7', 'https://www.sefaria.org.il/Reshit_Chokhmah,_Gate_of_Fear.8.28', 'https://www.sefaria.org.il/Genesis.20.15-18', 'https://www.sefaria.org.il/Avodat_HaKodesh_(Gabbai).2.21.14', 'https://www.sefaria.org.il/Midrash_Tehillim.104.1', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42', 'https://www.sefaria.org.il/Deuteronomy.3.15', 'https://www.sefaria.org.il/Berakhot.15b.12', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Sefer_HaIkkarim,_Maamar_4.35.2', 'https://www.sefaria.org.il/Pesach_Haggadah,_Nirtzah,_Chad_Gadya.3', 'https://www.sefaria.org.il/Ketubot.111a.19', 'https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', ""https://www.sefaria.org.il/Al_Kapot_HaMan'ul;_Homilies_for_the_Days_of_Awe,_A_Reflection_into_the_Future.17"", ""https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Beha'alotcha.4.1"", 'https://www.sefaria.org.il/On_Dreams,_Book_II.16.1', 'https://www.sefaria.org.il/Midrash_Shmuel_on_Avot.5.5.2', ""https://www.sefaria.org.il/Mishpetei_Uziel,_Volume_VI,_Yoreh_De'ah.73.63"", 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Genesis.42.19', 'https://www.sefaria.org.il/Proverbs.26.14', 'https://www.sefaria.org.il/Sanhedrin.17b.5', 'https://www.sefaria.org.il/Machzor_Yom_Kippur_Ashkenaz_Linear,_Neilah;_Concluding_Service,_Sanctification_of_the_Day.230', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24', 'https://www.sefaria.org.il/Shem_MiShmuel,_Chayei_Sara.5.15', 'https://www.sefaria.org.il/II_Kings.4.37']"
halachic-principles,14,"['https://www.sefaria.org.il/Sukkah.41a.6-8', 'https://www.sefaria.org.il/Shulchan_Arukh,_Orach_Chayim.696.8', 'https://www.sefaria.org.il/Sefer_HaChinukh.214.3', 'https://www.sefaria.org.il/Chagigah.6a.15', 'https://www.sefaria.org.il/Nazir.36a.3', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.7.2.20', ""https://www.sefaria.org.il/Midrash_Tanchuma,_Re'eh.14.1"", 'https://www.sefaria.org.il/Pesachim.39a.1-15', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.5.2.1', 'https://www.sefaria.org.il/Tosefta_Berakhot_(Lieberman).6.10', 'https://www.sefaria.org.il/Ramban_on_Leviticus.1.9.1', ""https://www.sefaria.org.il/Sha'ar_HaMitzvot,_Vayechi.18"", 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13', 'https://www.sefaria.org.il/Abudarham,_Fasts,_Prayers.35']",29,"[""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.124.17"", 'https://www.sefaria.org.il/Berakhot.63b.12-64a.3', 'https://www.sefaria.org.il/Sefer_HaTashbetz,_Part_IV.1.42.8', 'https://www.sefaria.org.il/Chagigah.12b.9', 'https://www.sefaria.org.il/Sefer_HaChinukh.598.5', 'https://www.sefaria.org.il/Bava_Batra.45a.6', ""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.236.1-2"", 'https://www.sefaria.org.il/Sotah.27b.11-12', 'https://www.sefaria.org.il/Chullin.125a.7', 'https://www.sefaria.org.il/Maaseh_Rokeach_on_Mishnah,_Seder_Nezikin,_Bava_Metzia.12', 'https://www.sefaria.org.il/Berakhot.28b.1-11', 'https://www.sefaria.org.il/Devarim_Rabbah.3.1', 'https://www.sefaria.org.il/Rashi_on_Genesis.25.27.1-28.1', 'https://www.sefaria.org.il/Derashot_HaRan.11.26', 'https://www.sefaria.org.il/Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.1.9', 'https://www.sefaria.org.il/Sotah.37a.3', 'https://www.sefaria.org.il/Mishnah_Megillah.4.2', 'https://www.sefaria.org.il/Ramban_on_Leviticus.19.18.1', 'https://www.sefaria.org.il/Sefer_Chasidim.953.1', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.870.6', 'https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3', 'https://www.sefaria.org.il/Genesis.22.1-2', 'https://www.sefaria.org.il/Bava_Metzia.59a.4', 'https://www.sefaria.org.il/Isaiah.58.1-2', 'https://www.sefaria.org.il/Mesilat_Yesharim.18.9', 'https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2', 'https://www.sefaria.org.il/Taanit.7a.6', 'https://www.sefaria.org.il/Leviticus.19.17']",76,"['https://www.sefaria.org.il/Deuteronomy.4.10', 'https://www.sefaria.org.il/Gittin.68a.10', 'https://www.sefaria.org.il/Leviticus.23.15-16', 'https://www.sefaria.org.il/Eight_Chapters.3.3', ""https://www.sefaria.org.il/Zohar,_Ha'Azinu.5.20"", 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Siddur_Sefard,_Holidays,_Yom_Tov_Musaf_Amidah.32', 'https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', 'https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/II_Samuel.22.1', 'https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131', 'https://www.sefaria.org.il/Talmud_Eser_HaSefirot,_Section_XIV,_List_of_Questions_on_Terminology.84', 'https://www.sefaria.org.il/Shabbat.140a.4', ""https://www.sefaria.org.il/Sha'ar_HaPesukim,_Parashat_Balak.56"", 'https://www.sefaria.org.il/Derekh_Chayim.3.9.1-2', 'https://www.sefaria.org.il/Book_of_Jubilees.2.33', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Introductions_to_Amoraic_Literature,_Part_I_(Introductions_to_Tractates_of_the_Babli),_Nazir.110', 'https://www.sefaria.org.il/Gray_Matter_IV,_Technology,_Closing_a_Website_for_Shabbat_and_Yom_Tov.23', 'https://www.sefaria.org.il/Mesilat_Yesharim.5.25', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Pesachim.117a.13-14', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13', 'https://www.sefaria.org.il/Pardes_Rimonim.17.1.11', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', 'https://www.sefaria.org.il/Sanhedrin.93b.10', 'https://www.sefaria.org.il/Gittin.12b.12', 'https://www.sefaria.org.il/Sforno_on_Genesis.35.10.1', 'https://www.sefaria.org.il/Berakhot.60a.28-29', 'https://www.sefaria.org.il/Tur,_Choshen_Mishpat.398.4', 'https://www.sefaria.org.il/Kalach_Pitchei_Chokhmah.115.8', 'https://www.sefaria.org.il/Leviticus.20.23', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Midrash_Tehillim.119.28', 'https://www.sefaria.org.il/Horayot.6a.3', 'https://www.sefaria.org.il/Berakhot.31a.13', 'https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Vayishlach.6.2', 'https://www.sefaria.org.il/Avodah_Zarah.35a.7', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Radak_on_Genesis.27.19.1', 'https://www.sefaria.org.il/Shoel_uMeshiv_Mahadura_I.2.139.7', 'https://www.sefaria.org.il/Leviticus.10.8-10', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42', 'https://www.sefaria.org.il/Tamid.27b.7', 'https://www.sefaria.org.il/Berakhot.15b.12', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Bach,_Even_HaEzer.6.10.1', 'https://www.sefaria.org.il/Sefat_Emet,_Genesis,_Chayei_Sara.19.4', 'https://www.sefaria.org.il/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.8', 'https://www.sefaria.org.il/Ketubot.111a.19', 'https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.1071.6', ""https://www.sefaria.org.il/Al_Kapot_HaMan'ul;_Homilies_for_the_Days_of_Awe,_A_Reflection_into_the_Future.17"", ""https://www.sefaria.org.il/Midrash_Tanchuma_Buber,_Beha'alotcha.4.1"", 'https://www.sefaria.org.il/Tosefta_Bava_Metzia_(Lieberman).10.8', 'https://www.sefaria.org.il/On_Dreams,_Book_II.16.1', 'https://www.sefaria.org.il/Pesachim.109a.5', 'https://www.sefaria.org.il/Deuteronomy.18.14-15', ""https://www.sefaria.org.il/Mishpetei_Uziel,_Volume_VI,_Yoreh_De'ah.73.63"", 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Genesis.42.19', 'https://www.sefaria.org.il/Proverbs.26.14', 'https://www.sefaria.org.il/Sanhedrin.17b.5', 'https://www.sefaria.org.il/Mishnah_Parah.4.2', 'https://www.sefaria.org.il/Bava_Batra.58b.2', 'https://www.sefaria.org.il/Gittin.82b.14', 'https://www.sefaria.org.il/Machzor_Yom_Kippur_Ashkenaz_Linear,_Neilah;_Concluding_Service,_Sanctification_of_the_Day.230', 'https://www.sefaria.org.il/Sefat_Emet,_Leviticus,_Passover.20.3', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24', 'https://www.sefaria.org.il/Shem_MiShmuel,_Chayei_Sara.5.15', 'https://www.sefaria.org.il/Sefer_Chasidim.902.1', 'https://www.sefaria.org.il/II_Kings.4.37']"
darkhei-shalom,0,[],0,[],0,[]
mutual-responsibility-of-the-jewish-people,2,"['https://www.sefaria.org.il/Isaiah.58.1-2', 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13']",2,"['https://www.sefaria.org.il/Mishneh_Torah,_Repentance.3.4', 'https://www.sefaria.org.il/Leviticus.19.17']",15,"['https://www.sefaria.org.il/Book_of_Jubilees.2.33', 'https://www.sefaria.org.il/Mesilat_Yesharim.5.25', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', ""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.236.1-2"", 'https://www.sefaria.org.il/Horayot.6a.3', 'https://www.sefaria.org.il/Sotah.37a.3', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Ramban_on_Leviticus.19.18.1', 'https://www.sefaria.org.il/Sefer_Chasidim.953.1', 'https://www.sefaria.org.il/Bava_Metzia.59a.4', 'https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', 'https://www.sefaria.org.il/Tosefta_Bava_Metzia_(Lieberman).10.8', 'https://www.sefaria.org.il/Mesilat_Yesharim.18.9', 'https://www.sefaria.org.il/Genesis.42.19', 'https://www.sefaria.org.il/Machzor_Yom_Kippur_Ashkenaz_Linear,_Neilah;_Concluding_Service,_Sanctification_of_the_Day.230']"
ones,0,[],0,[],1,['https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3']
asmakhta,0,[],0,[],0,[]
safeguards,0,[],0,[],3,"['https://www.sefaria.org.il/Derashot_HaRan.11.26', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Tosefta_Bava_Metzia_(Lieberman).10.8']"
gezerah-shavah,0,[],0,[],1,"['https://www.sefaria.org.il/Maaseh_Rokeach_on_Mishnah,_Seder_Nezikin,_Bava_Metzia.12']"
gematria,0,[],1,"['https://www.sefaria.org.il/Maaseh_Rokeach_on_Mishnah,_Seder_Nezikin,_Bava_Metzia.12']",2,"['https://www.sefaria.org.il/Introductions_to_Amoraic_Literature,_Part_I_(Introductions_to_Tractates_of_the_Babli),_Nazir.110', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']"
halakha-lemoshe-mesinai,1,['https://www.sefaria.org.il/Chagigah.6a.15'],0,[],1,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8']"
stringencies,0,[],0,[],2,"[""https://www.sefaria.org.il/Shulchan_Arukh,_Yoreh_De'ah.124.17"", 'https://www.sefaria.org.il/Sanhedrin.93b.10']"
yesh-em-lemikra,0,[],0,[],2,"['https://www.sefaria.org.il/Introductions_to_Amoraic_Literature,_Part_I_(Introductions_to_Tractates_of_the_Babli),_Nazir.110', 'https://www.sefaria.org.il/Maaseh_Rokeach_on_Mishnah,_Seder_Nezikin,_Bava_Metzia.12']"
